case_id,filename,shape_x,shape_y,shape_z,ndim,voxel_x_mm,voxel_y_mm,voxel_z_mm,fov_x_mm,fov_y_mm,fov_z_mm,anisotropy_ratio,dtype,int_min,int_max,int_mean,int_std,p1,p5,p95,p99,has_nan,has_inf
topaneu_center4_ct_107.nii,topaneu_center4_ct_107_0000.nii.gz,344,385,602,3,0.429,0.429,0.25,147.58,165.17,150.52,1.7157,int16,-2047.9999,2314.0,-108.2376,707.03,-2047.9999,-1031.032,1370.98,1751.9685,False,False
topaneu_center4_ct_108.nii,topaneu_center4_ct_108_0000.nii.gz,306,393,602,3,0.43,0.43,0.25,131.58,168.99,150.52,1.7198,int16,-2048.0002,7908.0,-88.0101,646.2669,-1098.0518,-1019.9655,977.0074,1538.9552,False,False
topaneu_center4_ct_115.nii,topaneu_center4_ct_115_0000.nii.gz,299,414,351,3,0.43,0.43,0.3,128.57,178.02,105.3,1.4334,int16,-2048.0,2271.0,-13.0897,603.3157,-1062.0145,-1012.9822,1244.0225,1679.9755,False,False
topaneu_center4_ct_116.nii,topaneu_center4_ct_116_0000.nii.gz,378,426,301,3,0.39,0.39,0.3,147.42,166.14,90.3,1.3001,int16,-2048.0,6324.0,24.4063,634.8466,-2048.0,-1010.9374,1338.9968,1719.0488,False,False
topaneu_center4_ct_119.nii,topaneu_center4_ct_119_0000.nii.gz,320,369,290,3,0.43,0.43,0.3,137.6,158.67,87.0,1.4334,int16,-1285.0,2263.0,34.0882,584.2238,-1068.0109,-1008.9993,1290.0137,1708.9955,False,False
topaneu_center4_ct_122.nii,topaneu_center4_ct_122_0000.nii.gz,308,382,491,3,0.429,0.429,0.3,132.13,163.88,147.29,1.4301,int16,-1297.0,2424.0,-130.4264,670.7587,-1096.0031,-1058.0179,1151.0188,1672.0214,False,False
topaneu_center4_ct_127.nii,topaneu_center4_ct_127_0000.nii.gz,354,396,273,3,0.429,0.429,0.3,151.87,169.88,81.9,1.4301,int16,-2048.0002,7021.0,-92.1641,571.8934,-1099.9309,-1040.9794,874.9482,1568.9443,False,False
topaneu_center4_ct_129.nii,topaneu_center4_ct_129_0000.nii.gz,377,415,270,3,0.39,0.39,0.3,147.03,161.85,81.0,1.3001,int16,-2048.0,2343.0,-115.8587,644.8461,-2048.0,-1038.0063,957.9941,1485.9728,False,False
topaneu_center4_ct_134.nii,topaneu_center4_ct_134_0000.nii.gz,325,350,319,3,0.429,0.429,0.3,139.42,150.15,95.7,1.4301,int16,-1307.0,2483.0,-49.2837,557.2113,-1090.0155,-1029.9862,932.995,1622.9849,False,False
topaneu_center4_ct_140.nii,topaneu_center4_ct_140_0000.nii.gz,366,395,346,3,0.39,0.39,0.3,142.74,154.05,103.8,1.3001,int16,-2048.0,2395.0,-34.6612,576.7375,-1101.9769,-1022.9948,1008.982,1643.0087,False,False
topaneu_center4_ct_193.nii,topaneu_center4_ct_193_0000.nii.gz,308,371,324,3,0.429,0.429,0.3,132.13,159.16,97.2,1.4301,int16,-1268.0,2384.0,-76.3629,590.1916,-1090.0112,-1040.0251,960.9822,1564.9957,False,False
topaneu_center4_ct_200.nii,topaneu_center4_ct_200_0000.nii.gz,370,419,280,3,0.39,0.39,0.3,144.3,163.41,84.0,1.3001,int16,-2047.9999,2412.0,-95.8838,614.5654,-2047.9999,-1011.9951,956.0262,1557.9747,False,False
topaneu_center4_ct_201.nii,topaneu_center4_ct_201_0000.nii.gz,512,512,301,3,0.468,0.468,0.3,239.62,239.62,90.3,1.5601,int16,-1274.0,2286.0,-681.8538,581.4269,-1039.0026,-999.9993,164.9929,1524.0237,False,False
topaneu_center5_mr_007.nii,topaneu_center5_mr_007_0000.nii.gz,406,448,124,3,0.4464,0.4464,0.55,181.25,200.0,68.2,1.232,uint16,0.0,1035.0,108.0211,82.0683,13.0,17.0,241.0,328.0,False,False
topaneu_center5_mr_009.nii,topaneu_center5_mr_009_0000.nii.gz,544,768,200,3,0.2865,0.2865,0.7,155.83,220.0,140.0,2.4436,uint16,0.0,430.0,40.822,32.7133,5.0,6.0,91.0,122.0,False,False
topaneu_center5_mr_010.nii,topaneu_center5_mr_010_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1581.0,103.4666,102.268,0.0,1.0,254.0,310.0,False,False
topaneu_center5_mr_011.nii,topaneu_center5_mr_011_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1363.0,88.4932,96.6195,0.0,1.0,237.0,289.0,False,False
topaneu_center5_mr_015.nii,topaneu_center5_mr_015_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,931.0,64.486,60.7286,0.0,1.0,151.0,171.0,False,False
topaneu_center5_mr_016.nii,topaneu_center5_mr_016_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1372.0,89.5472,83.4948,0.0,1.0,215.0,259.0,False,False
topaneu_center5_mr_021.nii,topaneu_center5_mr_021_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1447.0,108.5281,104.2439,0.0,2.0,265.0,305.0,False,False
topaneu_center5_mr_022.nii,topaneu_center5_mr_022_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1340.0,94.2258,93.712,0.0,1.0,238.0,279.0,False,False
topaneu_center5_mr_023.nii,topaneu_center5_mr_023_0000.nii.gz,540,768,200,3,0.2865,0.2865,0.65,154.69,220.0,130.0,2.2691,uint16,0.0,508.0,46.1691,38.8415,6.0,7.0,108.0,139.0,False,False
topaneu_center5_mr_024.nii,topaneu_center5_mr_024_0000.nii.gz,544,768,200,3,0.2995,0.2995,0.65,162.92,230.0,130.0,2.1704,uint16,0.0,516.0,42.264,36.0831,5.0,6.0,95.0,122.0,False,False
topaneu_center5_mr_025.nii,topaneu_center5_mr_025_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1409.0,104.2729,104.3286,0.0,1.0,266.0,310.0,False,False
topaneu_center5_mr_027.nii,topaneu_center5_mr_027_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1043.0,61.3187,60.425,0.0,1.0,153.0,178.0,False,False
topaneu_center5_mr_028.nii,topaneu_center5_mr_028_0000.nii.gz,696,768,175,3,0.2865,0.2865,0.6,199.38,220.0,105.0,2.0945,uint16,0.0,963.0,51.5247,55.2866,4.0,5.0,138.0,177.0,False,False
topaneu_center5_mr_029.nii,topaneu_center5_mr_029_0000.nii.gz,406,448,124,3,0.4464,0.4464,0.55,181.25,200.0,68.2,1.232,uint16,0.0,573.0,42.7956,33.9143,5.0,6.0,93.0,130.0,False,False
topaneu_center5_mr_030.nii,topaneu_center5_mr_030_0000.nii.gz,406,448,124,3,0.4464,0.4464,0.55,181.25,200.0,68.2,1.232,uint16,0.0,1258.0,88.0363,67.1153,13.0,16.0,182.0,242.0,False,False
topaneu_center5_mr_031.nii,topaneu_center5_mr_031_0000.nii.gz,406,448,124,3,0.4464,0.4464,0.55,181.25,200.0,68.2,1.232,uint16,0.0,1462.0,105.5969,76.6942,13.0,16.0,216.0,291.0,False,False
topaneu_center5_mr_032.nii,topaneu_center5_mr_032_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1513.0,101.6732,100.2565,0.0,1.0,254.0,312.0,False,False
topaneu_center5_mr_033.nii,topaneu_center5_mr_033_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1612.0,110.7384,107.8184,0.0,1.0,269.0,308.0,False,False
topaneu_center5_mr_034.nii,topaneu_center5_mr_034_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1455.0,99.8331,104.2154,0.0,0.0,257.0,291.0,False,False
topaneu_center5_mr_036.nii,topaneu_center5_mr_036_0000.nii.gz,406,448,124,3,0.4464,0.4464,0.55,181.25,200.0,68.2,1.232,uint16,0.0,662.0,50.6358,38.8239,8.0,10.0,107.0,136.0,False,False
topaneu_center5_mr_037.nii,topaneu_center5_mr_037_0000.nii.gz,512,512,120,3,0.3906,0.3906,0.675,200.0,200.0,81.0,1.728,uint16,0.0,1495.0,100.7098,97.1397,0.0,2.0,245.0,294.0,False,False
topaneu_center5_mr_038.nii,topaneu_center5_mr_038_0000.nii.gz,406,448,124,3,0.4464,0.4464,0.55,181.25,200.0,68.2,1.232,uint16,0.0,925.0,79.9281,59.1244,13.0,16.0,167.0,215.0,False,False
topaneu_center5_mr_039.nii,topaneu_center5_mr_039_0000.nii.gz,406,448,124,3,0.4464,0.4464,0.55,181.25,200.0,68.2,1.232,uint16,0.0,810.0,66.6604,51.4998,8.0,11.0,137.0,170.0,False,False
topaneu_center5_mr_041.nii,topaneu_center5_mr_041_0000.nii.gz,616,768,200,3,0.2865,0.2865,0.6,176.46,220.0,120.0,2.0945,uint16,0.0,981.0,68.8143,57.5838,6.0,7.0,151.0,188.0,False,False
topaneu_center5_mr_052.nii,topaneu_center5_mr_052_0000.nii.gz,480,480,150,3,0.3333,0.3333,0.4,160.0,160.0,60.0,1.2,float64,0.0,3383.959,311.5873,212.8574,3.5546,17.7729,565.178,689.5883,False,False
topaneu_center5_mr_061.nii,topaneu_center5_mr_061_0000.nii.gz,480,480,150,3,0.3333,0.3333,0.4,160.0,160.0,60.0,1.2,float64,0.0,3046.1538,280.841,190.3351,2.2154,6.6462,491.8154,578.2154,False,False
topaneu_center5_mr_063.nii,topaneu_center5_mr_063_0000.nii.gz,480,480,150,3,0.3333,0.3333,0.4,160.0,160.0,60.0,1.2,float64,0.0,3500.1443,302.787,221.01,2.5199,7.5597,564.4581,637.5353,False,False
topaneu_center5_mr_068.nii,topaneu_center5_mr_068_0000.nii.gz,480,480,150,3,0.3333,0.3333,0.4,160.0,160.0,60.0,1.2,float64,0.0,2186.3389,175.9287,129.5732,2.1907,8.7629,354.8967,420.6183,False,False
topaneu_center5_mr_074.nii,topaneu_center5_mr_074_0000.nii.gz,480,480,150,3,0.3333,0.3333,0.4,160.0,160.0,60.0,1.2,float64,0.0,2361.8958,248.9067,171.2289,2.8354,8.5062,439.4884,575.588,False,False
topaneu_center5_mr_079.nii,topaneu_center5_mr_079_0000.nii.gz,480,480,150,3,0.3333,0.3333,0.4,160.0,160.0,60.0,1.2,float64,0.0,2168.4478,220.5708,149.5041,4.0991,12.2974,395.5675,504.1949,False,False
topaneu_center5_mr_081.nii,topaneu_center5_mr_081_0000.nii.gz,480,480,150,3,0.3333,0.3333,0.4,160.0,160.0,60.0,1.2,float64,0.0,2702.3794,215.1627,154.4926,2.0535,8.2139,408.6425,498.9956,False,False
topaneu_center5_mr_082.nii,topaneu_center5_mr_082_0000.nii.gz,480,480,150,3,0.3333,0.3333,0.4,160.0,160.0,60.0,1.2,float64,0.0,2495.2791,209.3792,162.6932,1.9946,5.9839,440.8127,554.5065,False,False
topaneu_center5_mr_451.nii,topaneu_center5_mr_451_0000.nii.gz,481,629,200,3,0.2865,0.2865,0.5,137.79,180.18,100.0,1.7455,float64,0.0,1278.0,93.1035,63.8486,0.0,0.0,189.004,289.0053,False,False
topaneu_center5_mr_452.nii,topaneu_center5_mr_452_0000.nii.gz,609,784,160,3,0.2344,0.2344,0.7,142.73,183.75,112.0,2.9867,float64,0.0,389.0,40.0522,24.7139,0.0,4.0007,68.9973,97.0022,False,False
topaneu_center5_mr_453.nii,topaneu_center5_mr_453_0000.nii.gz,623,733,143,3,0.2344,0.2344,0.7,146.02,171.8,100.1,2.9867,float64,0.0,469.0,41.862,27.8836,0.0,0.0,76.0018,106.9966,False,False
topaneu_center5_mr_454.nii,topaneu_center5_mr_454_0000.nii.gz,242,333,144,3,0.5469,0.5469,0.7,132.34,182.11,100.8,1.28,float64,0.0,649.0,53.0274,32.4385,0.0,0.0,96.0007,125.9972,False,False
topaneu_center5_mr_455.nii,topaneu_center5_mr_455_0000.nii.gz,578,746,190,3,0.2344,0.2344,0.7,135.47,174.84,133.0,2.9867,float64,0.0,377.0,37.852,27.1999,0.0,0.0,73.0011,104.0022,False,False
topaneu_center5_mr_457.nii,topaneu_center5_mr_457_0000.nii.gz,508,650,168,3,0.2734,0.2734,0.5,138.91,177.73,84.0,1.8286,float64,0.0,537.0,55.7158,35.1534,0.0,0.0,101.0004,138.9964,False,False
topaneu_center5_mr_458.nii,topaneu_center5_mr_458_0000.nii.gz,253,322,127,3,0.5469,0.5469,0.7,138.36,176.09,88.9,1.28,float64,0.0,609.0,55.7301,40.5373,0.0,0.0,127.9983,165.002,False,False
topaneu_center5_mr_459.nii,topaneu_center5_mr_459_0000.nii.gz,517,645,144,3,0.2865,0.2865,0.6,148.1,184.77,86.4,2.0946,float64,0.0,980.0,87.0231,64.5881,0.0,0.0,176.9937,262.9932,False,False
topaneu_center5_mr_460.nii,topaneu_center5_mr_460_0000.nii.gz,502,604,200,3,0.2865,0.2865,0.5,143.8,173.02,100.0,1.7454,float64,0.0,1004.0,89.7859,60.5775,0.0,0.0,161.9943,249.9927,False,False
topaneu_center5_mr_461.nii,topaneu_center5_mr_461_0000.nii.gz,628,765,141,3,0.2344,0.2344,0.7,147.19,179.3,98.7,2.9867,float64,0.0,457.0,38.7485,26.6896,0.0,0.0,69.0015,94.9983,False,False
topaneu_center5_mr_462.nii,topaneu_center5_mr_462_0000.nii.gz,480,577,183,3,0.2865,0.2865,0.5,137.5,165.29,91.5,1.7455,float64,0.0,1010.0,104.0526,65.5162,0.0,0.0,207.9951,297.9989,False,False
topaneu_center5_mr_464.nii,topaneu_center5_mr_464_0000.nii.gz,517,640,200,3,0.2865,0.2865,0.5,148.1,183.33,100.0,1.7455,float64,0.0,941.0,91.6438,60.9637,0.0,0.0,180.0012,263.9998,False,False
topaneu_center5_mr_465.nii,topaneu_center5_mr_465_0000.nii.gz,470,614,199,3,0.2865,0.2865,0.5,134.64,175.89,99.5,1.7455,float64,0.0,1201.0,100.4657,61.6546,0.0,0.0,204.9956,275.9908,False,False
topaneu_center5_mr_466.nii,topaneu_center5_mr_466_0000.nii.gz,278,319,150,3,0.5469,0.5469,0.7,152.03,174.45,105.0,1.28,float64,0.0,591.0,49.216,35.3634,0.0,0.0,97.9995,135.0007,False,False
topaneu_center5_mr_467.nii,topaneu_center5_mr_467_0000.nii.gz,548,635,200,3,0.2865,0.2865,0.5,156.98,181.9,100.0,1.7455,float64,0.0,948.0,103.414,67.2915,0.0,0.0,198.0045,305.0062,False,False
topaneu_center5_mr_469.nii,topaneu_center5_mr_469_0000.nii.gz,470,596,168,3,0.2734,0.2734,0.5,128.52,162.97,84.0,1.8286,float64,0.0,648.0,56.6708,38.0493,0.0,0.0,111.001,150.9973,False,False
topaneu_center5_mr_470.nii,topaneu_center5_mr_470_0000.nii.gz,250,325,149,3,0.5469,0.5469,0.7,136.72,177.73,104.3,1.28,float64,0.0,713.0,62.5414,39.6581,0.0,0.0,112.9964,150.9991,False,False
topaneu_center5_mr_471.nii,topaneu_center5_mr_471_0000.nii.gz,598,729,158,3,0.2455,0.2455,0.7,146.83,179.0,110.6,2.8509,float64,0.0,496.0,48.987,30.0537,0.0,2.9971,89.9967,126.0,False,False
topaneu_center5_mr_472.nii,topaneu_center5_mr_472_0000.nii.gz,269,334,156,3,0.5469,0.5469,0.7,147.11,182.66,109.2,1.28,float64,0.0,810.0,81.7122,49.2346,0.0,0.0,146.9952,204.9998,False,False
topaneu_center5_mr_473.nii,topaneu_center5_mr_473_0000.nii.gz,264,314,143,3,0.5469,0.5469,0.7,144.38,171.72,100.1,1.28,float64,0.0,526.0,50.4172,32.0142,0.0,0.0,101.9975,133.0029,False,False
topaneu_center5_mr_474.nii,topaneu_center5_mr_474_0000.nii.gz,518,640,200,3,0.2865,0.2865,0.5,148.39,183.33,100.0,1.7455,float64,0.0,1080.0,100.6564,67.6186,0.0,0.0,198.0041,299.9973,False,False
topaneu_center5_mr_475.nii,topaneu_center5_mr_475_0000.nii.gz,507,618,168,3,0.2734,0.2734,0.5,138.63,168.98,84.0,1.8286,float64,0.0,617.0,57.9852,33.5717,0.0,0.0,96.0029,137.0044,False,False
topaneu_center5_mr_476.nii,topaneu_center5_mr_476_0000.nii.gz,259,328,151,3,0.5469,0.5469,0.7,141.64,179.38,105.7,1.28,float64,0.0,692.0,64.1248,41.3367,0.0,0.0,123.0046,170.9964,False,False
topaneu_center5_mr_478.nii,topaneu_center5_mr_478_0000.nii.gz,608,721,149,3,0.2344,0.2344,0.7,142.5,168.98,104.3,2.9867,float64,0.0,722.0,68.4914,48.8878,0.0,0.0,136.005,175.9968,False,False
topaneu_center5_mr_479.nii,topaneu_center5_mr_479_0000.nii.gz,596,702,152,3,0.2344,0.2344,0.7,139.69,164.53,106.4,2.9867,float64,0.0,504.0,51.6728,36.9037,0.0,0.0,102.9995,137.9992,False,False
topaneu_center5_mr_480.nii,topaneu_center5_mr_480_0000.nii.gz,294,382,136,3,0.4688,0.4688,0.7,137.81,179.06,95.2,1.4933,float64,0.0,495.0,48.0515,32.8369,0.0,0.0,96.0014,129.9984,False,False
topaneu_center5_mr_481.nii,topaneu_center5_mr_481_0000.nii.gz,615,808,137,3,0.2344,0.2344,0.7,144.14,189.38,95.9,2.9867,float64,0.0,483.0,42.3558,27.8843,0.0,0.0,74.0033,103.9996,False,False
topaneu_center5_mr_484.nii,topaneu_center5_mr_484_0000.nii.gz,264,353,154,3,0.5469,0.5469,0.7,144.38,193.05,107.8,1.28,float64,0.0,1057.0,71.1313,45.8074,0.0,0.0,128.998,175.9973,False,False
topaneu_center5_mr_485.nii,topaneu_center5_mr_485_0000.nii.gz,316,378,137,3,0.4688,0.4688,0.7,148.12,177.19,95.9,1.4933,float64,0.0,713.0,59.404,44.4111,0.0,0.0,122.9948,168.0041,False,False
topaneu_center5_mr_486.nii,topaneu_center5_mr_486_0000.nii.gz,256,311,144,3,0.5469,0.5469,0.7,140.0,170.08,100.8,1.28,float64,0.0,647.0,60.8154,38.6503,0.0,0.0,110.9975,147.0028,False,False
topaneu_center5_mr_487.nii,topaneu_center5_mr_487_0000.nii.gz,519,618,160,3,0.2734,0.2734,0.5,141.91,168.98,80.0,1.8286,float64,0.0,708.0,60.0459,42.9249,0.0,0.0,117.0007,165.0001,False,False
topaneu_center5_mr_488.nii,topaneu_center5_mr_488_0000.nii.gz,316,378,149,3,0.4688,0.4688,0.7,148.12,177.19,104.3,1.4933,float64,0.0,732.0,49.4433,39.7043,0.0,0.0,96.9968,138.0005,False,False
topaneu_center5_mr_489.nii,topaneu_center5_mr_489_0000.nii.gz,253,301,155,3,0.5469,0.5469,0.7,138.36,164.61,108.5,1.28,float64,0.0,582.0,56.5787,36.7994,0.0,0.0,107.0042,147.9977,False,False
topaneu_center5_mr_490.nii,topaneu_center5_mr_490_0000.nii.gz,508,609,200,3,0.2865,0.2865,0.53,145.52,174.45,106.0,1.8502,float64,0.0,1349.0,98.8904,69.2436,0.0,0.0,187.0095,292.9987,False,False
topaneu_center5_mr_491.nii,topaneu_center5_mr_491_0000.nii.gz,479,556,187,3,0.2865,0.2865,0.5,137.21,159.27,93.5,1.7454,float64,0.0,1371.0,116.4957,75.0788,0.0,0.0,230.9999,318.99,False,False
topaneu_center5_mr_492.nii,topaneu_center5_mr_492_0000.nii.gz,496,604,186,3,0.2865,0.2865,0.5,142.08,173.02,93.0,1.7455,float64,0.0,1156.0,92.6621,64.6472,0.0,0.0,173.9953,272.0,False,False
